================================================================================
Experiment Configuration
================================================================================
Dataset: rm-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: index-desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.2603, -17.313, -16.9233, -22.6663]
>> QUESTION #186   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.9253, -17.416, -15.832, -16.5643]
>> QUESTION #187   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.9265, -15.4449, -15.678, -20.575]
>> QUESTION #188   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.9226, -16.2058, -15.7566, -16.5487]
>> QUESTION #189   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.392, -15.2235, -16.8081, -16.7216]
>> QUESTION #190   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.9681, -15.2665, -15.863, -19.9002]
>> QUESTION #191   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.598, -13.7118, -13.972, -15.126]
>> QUESTION #192   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.2626, -16.5576, -17.3139, -14.5792]
>> QUESTION #193   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0675, -15.8056, -16.5029, -16.0807]
>> QUESTION #194   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.7376, -13.5926, -14.6289, -14.7121]
>> QUESTION #195   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.7126, -14.0438, -14.5886, -15.1576]
>> QUESTION #196   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.9777, -16.2388, -16.1931, -16.2589]
>> QUESTION #197   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.001, -14.0909, -15.2247, -14.8842]
>> QUESTION #198   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.6215, -11.9628, -13.5059, -13.5995]
>> QUESTION #199   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.1582, -16.4403, -14.9519, -13.5443]
>> QUESTION #200   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3842, -17.0626, -17.4669, -14.5323]
>> QUESTION #201   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.0992, -16.4266, -17.3521, -17.4557]
>> QUESTION #202   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.1692, -12.7825, -13.906, -14.7409]
>> QUESTION #203   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.4409, -17.1916, -17.0104, -16.6314]
>> QUESTION #204   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.9708, -13.8244, -16.4003, -15.8772]
>> QUESTION #205   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5396, -13.2541, -14.3068, -12.2203]
>> QUESTION #206   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.4504, -14.2598, -16.0129, -15.3902]
>> QUESTION #207   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.2848, -17.5247, -15.9021, -15.9036]
>> QUESTION #208   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7026, -14.2927, -15.6613, -16.1137]
>> QUESTION #209   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.9952, -16.1888, -15.5068, -16.5442]
>> QUESTION #210   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.5813, -15.9605, -15.672, -13.3369]
>> QUESTION #211   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4127, -15.3029, -16.5474, -16.2162]
>> QUESTION #212   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.3765, -17.0644, -14.3828, -13.8398]
>> QUESTION #213   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.3404, -15.7102, -16.1929, -17.4804]
>> QUESTION #214   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.747, -17.8793, -15.926, -20.1084]
>> QUESTION #215   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1394, -13.7066, -15.9627, -15.5415]
>> QUESTION #216   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-19.6237, -15.0838, -15.5026, -16.4398]
>> QUESTION #217   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.0419, -16.4581, -16.1055, -18.0109]
>> QUESTION #218   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.0741, -18.0225, -18.7452, -19.4437]
>> QUESTION #219   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8231, -13.9098, -17.2353, -14.2911]
>> QUESTION #220   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-17.1056, -17.4175, -17.0954, -19.4661]
>> QUESTION #221   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.5495, -18.1237, -17.0013, -16.4992]
>> QUESTION #222   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.8553, -16.1941, -15.9615, -16.2548]
>> QUESTION #223   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.6967, -17.387, -18.6872, -16.41]
>> QUESTION #224   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.0486, -16.3138, -15.2103, -16.5915]
>> QUESTION #225   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4479, -15.0876, -15.0023, -14.8175]
>> QUESTION #226   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.2458, -15.6108, -16.3651, -15.2009]
>> QUESTION #227   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.7059, -13.6263, -13.9045, -15.2079]
>> QUESTION #228   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5721, -14.3597, -12.9632, -14.3574]
>> QUESTION #229   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.9964, -16.4872, -16.7111, -15.2724]
>> QUESTION #230   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.7025, -15.7123, -15.0963, -14.9297]
>> QUESTION #231   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.7104, -13.715, -14.8794, -14.3556]
>> QUESTION #232   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3192, -18.4972, -16.6434, -17.5693]
>> QUESTION #233   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.6017, -18.8564, -17.0382, -15.8321]
>> QUESTION #234   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.3962, -13.5911, -13.1296, -14.7366]
>> QUESTION #235   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.7942, -15.5496, -15.8315, -16.7748]
>> QUESTION #236   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.6758, -16.4134, -16.2708, -16.5701]
>> QUESTION #237   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.694, -14.2097, -15.545, -16.7481]
>> QUESTION #238   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.9704, -14.5572, -13.2213, -13.3266]
>> QUESTION #239   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.0806, -16.7855, -15.3884, -17.7753]
>> QUESTION #240   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.8539, -17.2474, -15.6502, -15.6023]
>> QUESTION #241   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.6166, -13.8277, -16.6347, -15.0835]
>> QUESTION #242   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.1088, -14.3691, -13.686, -15.8179]
>> QUESTION #243   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.7512, -16.9655, -18.1392, -19.4807]
>> QUESTION #244   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.1723, -13.4357, -14.2993, -14.3922]
>> QUESTION #245   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4298, -14.8167, -14.4663, -15.1534]
>> QUESTION #246   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8237, -15.5489, -16.7666, -16.3366]
>> QUESTION #247   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.9865, -14.9248, -15.771, -16.5285]
>> QUESTION #248   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3828, -18.107, -17.1351, -15.4241]
>> QUESTION #249   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.1614, -15.2033, -16.3232, -15.087]
>> QUESTION #250   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.2464, -15.0973, -15.3571, -14.8101]
>> QUESTION #251   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.8994, -14.3977, -13.9656, -15.1983]
>> QUESTION #252   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-17.0964, -16.4715, -16.0092, -16.7381]
>> QUESTION #253   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.0167, -17.2908, -15.7213, -13.8654]
>> QUESTION #254   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.4097, -19.047, -15.0003, -18.075]
>> QUESTION #255   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.9813, -12.4529, -14.0475, -14.1345]
>> QUESTION #256   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.328, -15.6874, -15.7018, -17.3202]
>> QUESTION #257   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.921, -14.7753, -15.0198, -16.4227]
>> QUESTION #258   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3044, -16.413, -18.7025, -15.8609]
>> QUESTION #259   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-16.1984, -15.2197, -14.9896, -19.7448]
>> QUESTION #260   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.9744, -15.5321, -16.6433, -16.3494]
>> QUESTION #261   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.9021, -14.0009, -16.5781, -13.7033]
>> QUESTION #262   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.9629, -18.8053, -16.7756, -17.3278]
>> QUESTION #263   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.2328, -14.595, -15.311, -15.0744]
>> QUESTION #264   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.1266, -15.1728, -16.8322, -19.7442]
>> QUESTION #265   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.1765, -14.1411, -14.8173, -16.3888]
>> QUESTION #266   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.878, -17.139, -14.9986, -16.0855]
>> QUESTION #267   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.4542, -14.4844, -16.0842, -17.4778]
>> QUESTION #268   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.4234, -17.5241, -16.742, -17.3951]
>> QUESTION #269   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.1675, -15.2456, -15.1128, -16.8378]
>> QUESTION #270   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.4789, -17.8108, -17.6924, -17.9291]
>> QUESTION #271   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.6435, -15.7724, -17.4054, -17.4185]
>> QUESTION #272   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-20.0357, -19.444, -16.9393, -17.3544]
>> QUESTION #273   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.3141, -17.813, -15.7731, -17.368]
>> QUESTION #274   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.4475, -13.1662, -16.4921, -18.9444]
>> QUESTION #275   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.9961, -17.4197, -16.1864, -16.9592]
>> QUESTION #276   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.7141, -17.7431, -17.3497, -17.2989]
>> QUESTION #277   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7088, -14.2526, -18.5066, -20.1553]
>> QUESTION #278   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5428, -13.6071, -15.717, -15.8238]
>> QUESTION #279   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.564, -14.4938, -16.5342, -16.6982]
>> QUESTION #280   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.06, -16.6036, -16.0421, -17.1713]
>> QUESTION #281   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.3677, -14.3704, -13.0914, -13.2422]
>> QUESTION #282   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.423, -15.062, -14.8467, -18.4772]
>> QUESTION #283   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8638, -13.8729, -15.2145, -15.9874]
>> QUESTION #284   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3779, -16.1442, -15.8234, -18.6294]
>> QUESTION #285   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.9306, -15.5057, -15.5593, -14.8347]
>> QUESTION #286   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8664, -15.4605, -15.0421, -16.6544]
>> QUESTION #287   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3962, -15.4636, -16.1377, -16.3588]
>> QUESTION #288   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0185, -14.3895, -15.4922, -16.7219]
>> QUESTION #289   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.6081, -15.6143, -18.1605, -15.8167]
>> QUESTION #290   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.2158, -17.871, -17.0258, -17.2209]
>> QUESTION #291   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.8954, -14.0521, -14.3385, -18.4403]
>> QUESTION #292   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7508, -15.1522, -17.3428, -15.4034]
>> QUESTION #293   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.9433, -16.9308, -16.0231, -14.7846]
>> QUESTION #294   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.0693, -16.2642, -16.7502, -17.6143]
>> QUESTION #295   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.4423, -20.9527, -19.1455, -18.7995]
>> QUESTION #296   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.1905, -16.8788, -18.21, -18.8458]
>> QUESTION #297   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.5034, -19.6525, -17.2876, -18.3573]
>> QUESTION #298   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.8412, -15.9545, -17.292, -17.3888]
>> QUESTION #299   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.6405, -18.7322, -14.3818, -15.3377]
>> QUESTION #300   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.9749, -15.5834, -15.4154, -15.4235]
>> QUESTION #301   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-15.8295, -16.5975, -14.964, -15.7697]
>> QUESTION #302   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-17.9627, -17.4247, -16.0358, -15.8798]
>> QUESTION #303   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.2195, -16.574, -19.1542, -16.6224]
>> QUESTION #304   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.424, -16.5968, -16.2363, -14.6323]
>> QUESTION #305   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.9098, -16.3559, -18.5086, -15.9407]
>> QUESTION #306   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.1063, -19.031, -18.97, -18.1421]
>> QUESTION #307   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.0431, -13.3733, -13.7317, -15.9527]
>> QUESTION #308   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.7402, -13.8528, -14.549, -13.8666]
>> QUESTION #309   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-14.0291, -13.7746, -15.2333, -14.8123]
>> QUESTION #310   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.5372, -17.2075, -15.9665, -16.3097]
>> QUESTION #311   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.8539, -13.8149, -14.9924, -14.6944]
>> QUESTION #312   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.3856, -17.3207, -15.4604, -15.5601]
>> QUESTION #313   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.5328, -17.0401, -16.4241, -19.0724]
>> QUESTION #314   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.6826, -15.9571, -17.1839, -14.115]
>> QUESTION #315   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.7597, -14.507, -13.6671, -16.673]
>> QUESTION #316   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5154, -13.6781, -13.7342, -13.1515]
>> QUESTION #317   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.1181, -15.7483, -15.3941, -16.7277]
>> QUESTION #318   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.0844, -16.1139, -15.8384, -15.923]
>> QUESTION #319   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.575, -16.1151, -16.5819, -16.2331]
>> QUESTION #320   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.0924, -12.3723, -11.8378, -15.3755]
>> QUESTION #321   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.151, -15.1058, -15.1798, -13.8618]
>> QUESTION #322   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.7279, -17.5644, -17.771, -18.1601]
>> QUESTION #323   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.4175, -16.876, -17.3691, -16.4488]
>> QUESTION #324   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.2707, -16.2814, -16.499, -16.6965]
>> QUESTION #325   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-19.7336, -15.4151, -19.2452, -17.1148]
>> QUESTION #326   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.095, -18.3431, -15.8516, -17.9098]
>> QUESTION #327   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.2382, -15.9237, -15.7152, -16.0763]
>> QUESTION #328   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-20.596, -15.8947, -12.909, -16.1715]
>> QUESTION #329   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.1766, -20.9506, -14.5704, -19.1782]
>> QUESTION #330   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8158, -14.9647, -14.6709, -15.0091]
>> QUESTION #331   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.3116, -16.6103, -17.367, -15.2723]
>> QUESTION #332   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.095, -16.1447, -16.5265, -16.323]
>> QUESTION #333   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4455, -17.9844, -17.6693, -16.4324]
>> QUESTION #334   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.3993, -16.025, -15.7067, -14.4712]
>> QUESTION #335   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9531, -15.4904, -16.5342, -15.3818]
>> QUESTION #336   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.4052, -15.585, -17.5256, -16.2734]
>> QUESTION #337   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.1115, -16.0576, -17.3631, -17.2709]
>> QUESTION #338   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-17.8173, -17.9086, -19.3941, -17.81]
>> QUESTION #339   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0826, -15.0649, -16.5159, -15.6905]
>> QUESTION #340   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.6338, -16.042, -14.8033, -16.2168]
>> QUESTION #341   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.8509, -15.4522, -15.464, -13.858]
>> QUESTION #342   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.1067, -16.6221, -16.8197, -16.5094]
>> QUESTION #343   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8395, -15.5765, -15.7922, -15.4214]
>> QUESTION #344   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.7849, -14.3151, -15.1261, -15.6012]
>> QUESTION #345   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.1007, -13.0008, -14.4867, -14.4037]
>> QUESTION #346   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.322, -16.4578, -16.1425, -17.0763]
>> QUESTION #347   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.1144, -19.882, -15.5489, -17.6222]
>> QUESTION #348   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.2612, -13.6505, -15.5271, -16.2077]
>> QUESTION #349   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.782, -14.7403, -15.1905, -15.6286]
>> QUESTION #350   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4154, -16.2436, -16.7006, -16.0284]
>> QUESTION #351   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8184, -14.9232, -15.8067, -17.0068]
>> QUESTION #352   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.913, -13.331, -15.5418, -15.119]
>> QUESTION #353   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.4539, -12.9706, -14.8956, -14.656]
>> QUESTION #354   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.173, -15.584, -15.3408, -15.0925]
>> QUESTION #355   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.9063, -16.5425, -15.6267, -18.4449]
>> QUESTION #356   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.5503, -15.6437, -16.7645, -15.8442]
>> QUESTION #357   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.351, -17.023, -14.8327, -15.5153]
>> QUESTION #358   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.5982, -14.9036, -15.063, -15.2166]
>> QUESTION #359   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.8044, -13.8584, -15.6626, -14.3803]
>> QUESTION #360   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9341, -15.2773, -15.1248, -15.1043]
>> QUESTION #361   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.9002, -19.4915, -15.38, -15.5692]
>> QUESTION #362   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.6463, -17.9673, -19.2303, -17.1969]
>> QUESTION #363   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.2235, -13.2441, -14.2794, -13.7368]
>> QUESTION #364   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1899, -14.4429, -14.6891, -15.0118]
>> QUESTION #365   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.3149, -16.3875, -18.0559, -17.9757]
>> QUESTION #366   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8907, -16.2977, -15.9041, -15.243]
>> QUESTION #367   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1001, -14.7845, -15.2609, -14.4525]
>> QUESTION #368   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.9923, -16.7503, -16.8514, -16.2999]
>> QUESTION #369   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.5785, -15.0792, -16.1898, -17.0626]
>> QUESTION #370   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.2972, -15.5191, -14.9556, -15.548]
>> QUESTION #371   | Ground Truth: 3 | Answer: 0 | ✘
