================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: index-desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.5887, -16.429, -13.7376, -16.9764]
>> QUESTION #186   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1343, -19.4615, -16.1524, -13.9424]
>> QUESTION #187   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.4854, -14.9112, -18.3545, -16.862]
>> QUESTION #188   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.7734, -16.7785, -17.7165, -14.0212]
>> QUESTION #189   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-18.265, -18.3322, -14.2997, -18.4075]
>> QUESTION #190   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.2991, -16.0629, -15.1347, -16.565]
>> QUESTION #191   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.0889, -18.564, -16.6946, -17.0761]
>> QUESTION #192   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.6071, -16.5472, -14.4855, -17.5833]
>> QUESTION #193   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.8569, -15.0663, -16.334, -15.3607]
>> QUESTION #194   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.875, -19.7471, -13.6812, -18.0464]
>> QUESTION #195   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3969, -19.0471, -16.7171, -14.422]
>> QUESTION #196   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0652, -18.1138, -16.8362, -14.3822]
>> QUESTION #197   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.1817, -15.8503, -16.626, -16.8576]
>> QUESTION #198   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0188, -21.0003, -21.343, -20.41]
>> QUESTION #199   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-20.3635, -19.8828, -15.052, -17.0253]
>> QUESTION #200   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-17.5074, -13.5254, -15.6988, -15.159]
>> QUESTION #201   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.107, -16.6199, -16.4911, -17.2404]
>> QUESTION #202   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.8554, -15.816, -16.9795, -14.5738]
>> QUESTION #203   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-18.242, -18.3097, -19.7977, -17.3048]
>> QUESTION #204   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.3561, -16.7618, -16.896, -16.5741]
>> QUESTION #205   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.8536, -16.6534, -16.9301, -17.446]
>> QUESTION #206   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.0722, -18.6177, -18.0112, -14.2913]
>> QUESTION #207   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.952, -13.9715, -15.7334, -15.0324]
>> QUESTION #208   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1554, -17.2841, -17.5128, -15.2402]
>> QUESTION #209   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.4775, -15.5452, -14.8177, -15.0636]
>> QUESTION #210   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.7593, -16.4043, -16.9065, -14.3754]
>> QUESTION #211   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.2371, -14.9059, -16.7695, -15.6303]
>> QUESTION #212   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.1807, -16.8746, -19.3293, -16.3892]
>> QUESTION #213   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4546, -17.6394, -16.2703, -14.9308]
>> QUESTION #214   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.8872, -13.2973, -16.1961, -16.5548]
>> QUESTION #215   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.7675, -17.8833, -14.4312, -16.1671]
>> QUESTION #216   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.5869, -18.2146, -14.6315, -16.6956]
>> QUESTION #217   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.2124, -14.557, -18.7812, -15.9956]
>> QUESTION #218   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.0332, -17.5227, -17.0186, -15.5764]
>> QUESTION #219   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.4423, -14.833, -14.3729, -14.2181]
>> QUESTION #220   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.2497, -14.6584, -16.5797, -21.0089]
>> QUESTION #221   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.8797, -15.9573, -16.8579, -17.2536]
>> QUESTION #222   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.2952, -14.2508, -15.4963, -15.2302]
>> QUESTION #223   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.9356, -16.9942, -18.8357, -16.8702]
>> QUESTION #224   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.2848, -17.8807, -16.9081, -14.8087]
>> QUESTION #225   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-17.7697, -21.3388, -22.7863, -20.9875]
>> QUESTION #226   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.2406, -15.7986, -16.1631, -16.5584]
>> QUESTION #227   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.138, -15.177, -14.5309, -15.5617]
>> QUESTION #228   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.7345, -16.2799, -17.7344, -14.7913]
>> QUESTION #229   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.7001, -15.573, -17.2182, -19.4086]
>> QUESTION #230   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.0917, -17.2694, -14.4364, -17.6412]
>> QUESTION #231   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.8061, -18.7735, -16.452, -17.0336]
>> QUESTION #232   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.5767, -17.2243, -16.0379, -16.0599]
>> QUESTION #233   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.647, -17.2367, -17.7782, -14.1902]
>> QUESTION #234   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.6733, -16.9029, -16.1182, -14.4697]
>> QUESTION #235   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.3816, -15.1752, -16.1465, -14.5811]
>> QUESTION #236   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9262, -18.7545, -15.9741, -15.355]
>> QUESTION #237   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-16.9709, -19.0266, -19.9292, -16.8102]
>> QUESTION #238   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-19.9758, -15.2784, -19.8293, -20.2061]
>> QUESTION #239   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.5449, -16.7913, -14.1924, -16.4795]
>> QUESTION #240   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-19.2891, -14.5345, -17.7246, -17.0301]
>> QUESTION #241   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.9443, -15.4122, -16.5329, -16.7]
>> QUESTION #242   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.9064, -19.2473, -18.2002, -19.0312]
>> QUESTION #243   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.6551, -14.032, -16.283, -16.1942]
>> QUESTION #244   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.7241, -16.1819, -13.6885, -16.2412]
>> QUESTION #245   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9751, -16.5742, -18.712, -18.657]
>> QUESTION #246   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.2533, -18.0289, -15.5266, -14.846]
>> QUESTION #247   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.409, -15.7271, -16.0541, -14.2309]
>> QUESTION #248   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.7072, -15.826, -14.7415, -14.9528]
>> QUESTION #249   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.6895, -17.7664, -16.942, -15.1866]
>> QUESTION #250   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.4431, -18.5046, -18.3931, -14.4765]
>> QUESTION #251   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.4682, -16.6043, -18.4649, -14.8117]
>> QUESTION #252   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.6901, -16.2499, -15.6899, -17.6692]
>> QUESTION #253   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4862, -18.5769, -16.6994, -17.9798]
>> QUESTION #254   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4633, -17.3575, -15.2612, -15.9431]
>> QUESTION #255   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0976, -15.6099, -14.303, -16.1981]
>> QUESTION #256   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9606, -16.7826, -17.1405, -17.2516]
>> QUESTION #257   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.3346, -17.84, -17.6198, -14.7803]
>> QUESTION #258   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-17.0932, -19.3023, -17.857, -18.0474]
>> QUESTION #259   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-16.3421, -16.9907, -17.6687, -14.685]
>> QUESTION #260   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.2827, -14.477, -18.6077, -16.9996]
>> QUESTION #261   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.7401, -17.4717, -19.4403, -16.8778]
>> QUESTION #262   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0792, -16.7501, -17.2656, -17.6699]
>> QUESTION #263   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.7245, -16.3881, -16.4638, -14.5538]
>> QUESTION #264   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.7867, -14.5354, -16.9238, -16.5845]
>> QUESTION #265   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-17.6465, -15.9206, -16.175, -16.6997]
>> QUESTION #266   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7174, -16.7197, -16.0642, -16.9054]
>> QUESTION #267   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.6768, -16.1162, -15.9505, -15.8625]
>> QUESTION #268   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9557, -17.4063, -16.1547, -16.2368]
>> QUESTION #269   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.2467, -13.6514, -18.349, -18.0956]
>> QUESTION #270   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.2387, -15.0951, -13.7106, -15.0489]
>> QUESTION #271   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.155, -16.7632, -18.2148, -15.7826]
>> QUESTION #272   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.8087, -19.5506, -14.5535, -19.3269]
>> QUESTION #273   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.7151, -17.4175, -17.2111, -16.3303]
>> QUESTION #274   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.9464, -17.0997, -18.0576, -14.112]
>> QUESTION #275   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9454, -15.9129, -18.9803, -17.0396]
>> QUESTION #276   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.125, -15.8637, -16.9236, -14.8868]
>> QUESTION #277   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4057, -15.6556, -17.1452, -14.3479]
>> QUESTION #278   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.6824, -16.1902, -17.8117, -13.9909]
>> QUESTION #279   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.0609, -14.4452, -17.0093, -14.3046]
>> QUESTION #280   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.0704, -14.5899, -16.6883, -16.3062]
>> QUESTION #281   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1436, -18.443, -17.614, -16.5559]
>> QUESTION #282   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.039, -16.2022, -13.4365, -15.3633]
>> QUESTION #283   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.2623, -17.0494, -15.1206, -15.7902]
>> QUESTION #284   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7677, -16.8473, -16.6483, -17.3364]
>> QUESTION #285   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.267, -16.5418, -14.2159, -14.2276]
>> QUESTION #286   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.9086, -19.0059, -19.0107, -18.6457]
>> QUESTION #287   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.4878, -16.787, -14.3503, -18.0185]
>> QUESTION #288   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.6313, -17.4967, -16.393, -14.961]
>> QUESTION #289   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.8134, -16.7509, -14.6923, -17.5592]
>> QUESTION #290   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.6243, -11.3396, -14.5373, -13.8707]
>> QUESTION #291   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.992, -17.7278, -15.8961, -15.8848]
>> QUESTION #292   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.5308, -16.8763, -16.588, -13.7723]
>> QUESTION #293   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0658, -16.7849, -17.2238, -17.0054]
>> QUESTION #294   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.1247, -16.7953, -16.193, -17.2826]
>> QUESTION #295   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.7069, -16.4381, -17.1553, -15.4599]
>> QUESTION #296   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.6362, -14.0663, -15.1901, -13.8167]
>> QUESTION #297   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.8809, -15.7806, -14.269, -16.2757]
>> QUESTION #298   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.136, -13.3517, -14.192, -17.7566]
>> QUESTION #299   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.1882, -14.5104, -18.7606, -17.0774]
>> QUESTION #300   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3299, -17.0328, -17.9855, -14.2112]
>> QUESTION #301   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.3593, -17.2114, -16.4583, -14.3685]
>> QUESTION #302   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.233, -14.7004, -15.2679, -14.5881]
>> QUESTION #303   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4252, -15.9755, -16.3991, -14.756]
>> QUESTION #304   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-16.1163, -15.9384, -16.6672, -15.8249]
>> QUESTION #305   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.6343, -17.0188, -15.4091, -14.084]
>> QUESTION #306   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.2028, -15.6022, -14.2929, -20.6185]
>> QUESTION #307   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.4956, -14.0944, -16.9051, -17.3587]
>> QUESTION #308   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-21.4253, -16.1453, -14.8142, -16.1853]
>> QUESTION #309   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7572, -16.102, -17.9458, -15.8365]
>> QUESTION #310   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8802, -16.6015, -16.4877, -16.7512]
>> QUESTION #311   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.7215, -16.529, -18.823, -14.0981]
>> QUESTION #312   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.2323, -16.5654, -17.6653, -14.4838]
>> QUESTION #313   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.017, -15.6262, -16.5633, -13.6561]
>> QUESTION #314   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.8136, -16.2076, -14.0742, -15.0196]
>> QUESTION #315   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.1213, -13.9982, -17.7866, -16.1661]
>> QUESTION #316   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5477, -17.0464, -14.76, -15.082]
>> QUESTION #317   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8109, -16.2146, -16.1618, -15.511]
>> QUESTION #318   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.0298, -17.2789, -16.46, -16.9441]
>> QUESTION #319   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1706, -16.9492, -18.1165, -15.4696]
>> QUESTION #320   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.1363, -14.623, -15.7333, -16.658]
>> QUESTION #321   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.6933, -19.5658, -18.9328, -14.6524]
>> QUESTION #322   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.5412, -18.4933, -17.4069, -17.0408]
>> QUESTION #323   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.8615, -17.542, -13.8869, -16.7589]
>> QUESTION #324   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3956, -19.3031, -16.0922, -14.6558]
>> QUESTION #325   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-17.3093, -17.6752, -17.2499, -17.3267]
>> QUESTION #326   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.6656, -15.8832, -15.4818, -15.301]
>> QUESTION #327   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.2243, -18.093, -14.6006, -17.6542]
>> QUESTION #328   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.7496, -16.5443, -16.3076, -18.0718]
>> QUESTION #329   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.9787, -16.9515, -17.7318, -14.621]
>> QUESTION #330   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.6858, -19.7756, -14.8345, -18.1616]
>> QUESTION #331   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1849, -16.3611, -18.4471, -14.3451]
>> QUESTION #332   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.8097, -15.9216, -15.8378, -16.1748]
>> QUESTION #333   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9504, -15.7938, -16.5937, -17.7245]
>> QUESTION #334   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.1281, -17.0007, -17.6268, -16.7694]
>> QUESTION #335   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.9275, -17.8808, -17.0738, -14.3283]
>> QUESTION #336   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.237, -18.2011, -18.3071, -14.2672]
>> QUESTION #337   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.2058, -16.2196, -15.6327, -16.1685]
>> QUESTION #338   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.2929, -17.0228, -20.3168, -15.8432]
>> QUESTION #339   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.2724, -15.0581, -16.6511, -16.4566]
>> QUESTION #340   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.239, -17.15, -14.5813, -16.3458]
>> QUESTION #341   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.5491, -16.8773, -17.1498, -15.6995]
>> QUESTION #342   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.747, -18.5308, -16.4276, -14.9986]
>> QUESTION #343   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.8581, -15.9971, -14.3563, -15.9404]
>> QUESTION #344   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.6444, -17.3681, -16.1603, -14.4952]
>> QUESTION #345   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.857, -13.6703, -18.0776, -17.2066]
>> QUESTION #346   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.5832, -15.126, -14.3902, -16.1747]
>> QUESTION #347   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.935, -17.1274, -18.0709, -16.3473]
>> QUESTION #348   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1577, -15.8759, -15.7436, -15.4286]
>> QUESTION #349   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.0739, -16.0684, -14.6514, -19.478]
>> QUESTION #350   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.639, -18.4191, -15.3379, -15.9676]
>> QUESTION #351   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.4865, -18.7218, -14.5543, -15.7709]
>> QUESTION #352   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.2621, -15.0534, -16.0891, -15.5671]
>> QUESTION #353   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-17.0027, -13.8133, -16.9093, -15.7168]
>> QUESTION #354   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.1071, -16.5074, -16.4676, -16.9193]
>> QUESTION #355   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7684, -18.6956, -18.6209, -19.3655]
>> QUESTION #356   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.8971, -16.854, -16.9813, -15.0731]
>> QUESTION #357   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-17.4483, -18.2623, -16.2977, -16.5053]
>> QUESTION #358   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9304, -18.5302, -17.052, -16.6033]
>> QUESTION #359   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0429, -16.8893, -17.2613, -17.4687]
>> QUESTION #360   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.2519, -15.992, -17.1702, -15.4884]
>> QUESTION #361   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.2865, -17.804, -20.4589, -14.9842]
>> QUESTION #362   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.2559, -14.7116, -15.9849, -16.0042]
>> QUESTION #363   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.811, -17.2651, -16.2219, -16.2637]
>> QUESTION #364   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.0125, -15.7579, -16.1427, -15.3422]
>> QUESTION #365   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8277, -16.1237, -16.7726, -15.4496]
>> QUESTION #366   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.6202, -19.9533, -17.4053, -16.4114]
>> QUESTION #367   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.3941, -17.7072, -15.3365, -17.1875]
>> QUESTION #368   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.4998, -16.2674, -14.6471, -17.1872]
>> QUESTION #369   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.8754, -16.2943, -15.3669, -16.1254]
>> QUESTION #370   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.6921, -14.788, -14.5921, -17.3744]
>> QUESTION #371   | Ground Truth: 3 | Answer: 2 | ✘
