================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.4721, -15.029, -12.6817, -15.2043]
>> QUESTION #186   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.1607, -18.8011, -14.973, -13.1008]
>> QUESTION #187   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.4296, -13.4245, -16.2242, -15.264]
>> QUESTION #188   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.7001, -15.1243, -15.5748, -12.2025]
>> QUESTION #189   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-16.6687, -16.0734, -12.8102, -16.8437]
>> QUESTION #190   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.6913, -14.4191, -13.7187, -14.5211]
>> QUESTION #191   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.7998, -17.0539, -14.8932, -15.6981]
>> QUESTION #192   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.8016, -14.4881, -13.0185, -17.3098]
>> QUESTION #193   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.3366, -13.8735, -14.4069, -13.7913]
>> QUESTION #194   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.356, -18.8643, -12.364, -16.6988]
>> QUESTION #195   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.7718, -17.8725, -15.002, -12.7845]
>> QUESTION #196   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.1085, -17.612, -15.6513, -12.7965]
>> QUESTION #197   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-15.0002, -14.4012, -13.9387, -14.8795]
>> QUESTION #198   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8779, -19.8299, -20.6809, -19.9764]
>> QUESTION #199   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-19.9664, -19.1942, -13.8367, -14.9737]
>> QUESTION #200   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.3381, -12.7147, -13.9236, -13.5963]
>> QUESTION #201   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4969, -14.7706, -15.6648, -16.2911]
>> QUESTION #202   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.1668, -14.1722, -15.2839, -12.7391]
>> QUESTION #203   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-16.834, -16.3084, -17.711, -14.7438]
>> QUESTION #204   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.0623, -16.3009, -15.6173, -15.6016]
>> QUESTION #205   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.5941, -14.402, -15.0168, -16.7775]
>> QUESTION #206   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.8912, -18.5169, -15.9723, -12.6212]
>> QUESTION #207   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.1046, -12.9416, -14.7871, -13.7334]
>> QUESTION #208   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.7215, -15.9998, -15.6505, -13.6235]
>> QUESTION #209   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.321, -13.5017, -12.8665, -13.872]
>> QUESTION #210   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.8919, -14.6288, -15.1654, -12.8687]
>> QUESTION #211   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.9509, -13.0311, -15.3325, -13.6941]
>> QUESTION #212   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.8189, -15.5144, -17.9627, -14.8594]
>> QUESTION #213   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.8274, -16.5442, -14.8694, -13.7942]
>> QUESTION #214   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.9886, -12.9461, -15.1351, -14.8656]
>> QUESTION #215   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.226, -16.9845, -13.3201, -13.7903]
>> QUESTION #216   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.8122, -16.9677, -13.2236, -15.4913]
>> QUESTION #217   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.1193, -13.2035, -17.6113, -14.4852]
>> QUESTION #218   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.7338, -15.8377, -15.4321, -14.0854]
>> QUESTION #219   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-12.7417, -12.5065, -12.1918, -12.4541]
>> QUESTION #220   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.5622, -13.481, -14.9574, -23.7311]
>> QUESTION #221   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.9528, -14.6025, -15.4929, -16.1196]
>> QUESTION #222   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.0764, -13.142, -14.5793, -14.2672]
>> QUESTION #223   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.2218, -16.1298, -18.295, -16.0312]
>> QUESTION #224   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.7637, -16.3736, -14.7811, -13.0073]
>> QUESTION #225   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-17.7589, -20.3777, -25.2349, -24.5557]
>> QUESTION #226   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-14.8172, -13.6503, -13.791, -14.8415]
>> QUESTION #227   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.4664, -14.3413, -13.0932, -14.846]
>> QUESTION #228   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.3302, -14.6537, -15.7171, -13.1781]
>> QUESTION #229   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.4904, -13.5861, -15.3036, -18.6668]
>> QUESTION #230   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.6905, -15.8446, -13.3537, -16.2284]
>> QUESTION #231   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0907, -16.0763, -15.3266, -14.6382]
>> QUESTION #232   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-14.698, -15.7179, -14.7679, -14.07]
>> QUESTION #233   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.5714, -16.1707, -16.1938, -12.9413]
>> QUESTION #234   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1584, -15.5251, -14.6393, -12.9166]
>> QUESTION #235   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.9372, -13.8876, -15.2345, -12.9007]
>> QUESTION #236   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7352, -16.5314, -15.1135, -14.6967]
>> QUESTION #237   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.2754, -17.1154, -19.2866, -15.1052]
>> QUESTION #238   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-20.1205, -14.1554, -17.9636, -18.141]
>> QUESTION #239   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.7183, -14.6875, -12.8157, -14.5828]
>> QUESTION #240   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-19.3373, -13.4677, -15.1682, -14.9262]
>> QUESTION #241   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3787, -14.372, -14.4341, -14.3512]
>> QUESTION #242   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.0602, -17.6359, -16.82, -18.0666]
>> QUESTION #243   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.5274, -13.46, -14.4567, -14.4384]
>> QUESTION #244   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.0864, -14.3718, -12.8268, -14.545]
>> QUESTION #245   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1848, -14.6327, -17.5474, -18.0446]
>> QUESTION #246   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-15.5462, -15.8746, -13.4238, -13.4776]
>> QUESTION #247   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.3682, -13.7051, -15.0601, -12.8084]
>> QUESTION #248   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.0544, -15.0919, -13.6286, -13.9339]
>> QUESTION #249   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.3786, -15.75, -14.6243, -13.2096]
>> QUESTION #250   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.223, -17.0903, -16.719, -12.7728]
>> QUESTION #251   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3098, -15.7346, -16.1543, -13.1855]
>> QUESTION #252   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.8245, -14.0691, -13.8181, -17.1547]
>> QUESTION #253   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.3859, -16.6605, -15.6247, -17.1609]
>> QUESTION #254   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.8159, -14.382, -13.6974, -15.3562]
>> QUESTION #255   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-12.9702, -13.1631, -12.2089, -14.2895]
>> QUESTION #256   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.2759, -15.2177, -15.8123, -16.0176]
>> QUESTION #257   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.5698, -16.378, -15.6203, -13.0914]
>> QUESTION #258   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.9247, -17.0322, -16.453, -16.2202]
>> QUESTION #259   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.8479, -15.1774, -16.2695, -13.1048]
>> QUESTION #260   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.2708, -12.308, -17.4987, -17.2708]
>> QUESTION #261   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.0583, -15.0243, -17.9743, -16.8932]
>> QUESTION #262   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1627, -14.0516, -15.3462, -15.5299]
>> QUESTION #263   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.8094, -15.0926, -14.4842, -12.7336]
>> QUESTION #264   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.8653, -13.6099, -15.4057, -15.5244]
>> QUESTION #265   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-17.5675, -13.7017, -14.9936, -14.7414]
>> QUESTION #266   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.6523, -14.5776, -15.0179, -16.5797]
>> QUESTION #267   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1144, -14.3705, -13.8997, -13.939]
>> QUESTION #268   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.8397, -15.1109, -14.4551, -15.0626]
>> QUESTION #269   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.0409, -12.6027, -17.6313, -17.2101]
>> QUESTION #270   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.8245, -13.2972, -12.3258, -13.7837]
>> QUESTION #271   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.3822, -14.9161, -16.4148, -14.0932]
>> QUESTION #272   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.2868, -17.8332, -12.9682, -17.5699]
>> QUESTION #273   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.8021, -15.5938, -15.3479, -15.2867]
>> QUESTION #274   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.9372, -14.4262, -16.7141, -12.3157]
>> QUESTION #275   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5488, -14.0081, -17.4265, -15.1854]
>> QUESTION #276   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.4534, -14.4238, -14.3719, -13.4793]
>> QUESTION #277   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.5485, -13.9644, -15.1507, -12.4336]
>> QUESTION #278   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.1885, -14.5549, -16.7346, -12.374]
>> QUESTION #279   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.0965, -13.7602, -16.4866, -12.8145]
>> QUESTION #280   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-14.4903, -13.3657, -14.5899, -13.7685]
>> QUESTION #281   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.431, -16.7156, -15.4569, -14.909]
>> QUESTION #282   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.1144, -14.3851, -12.1278, -11.9109]
>> QUESTION #283   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.8787, -15.2491, -14.0941, -14.454]
>> QUESTION #284   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.9736, -15.5832, -14.9803, -15.2584]
>> QUESTION #285   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.9801, -14.72, -12.844, -13.258]
>> QUESTION #286   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.839, -17.4315, -17.7269, -17.1952]
>> QUESTION #287   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.7826, -16.0711, -12.8079, -15.3815]
>> QUESTION #288   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.1001, -15.5902, -13.2967, -13.2914]
>> QUESTION #289   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.6419, -15.2807, -12.886, -15.9278]
>> QUESTION #290   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.2875, -10.4211, -12.9087, -12.8458]
>> QUESTION #291   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.062, -15.5164, -14.4777, -14.2938]
>> QUESTION #292   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.7917, -14.7235, -15.0118, -11.7387]
>> QUESTION #293   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.599, -14.6459, -15.2506, -14.9433]
>> QUESTION #294   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.9361, -14.9817, -14.4758, -15.2676]
>> QUESTION #295   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.476, -15.5322, -15.7517, -14.8338]
>> QUESTION #296   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.9127, -11.7901, -13.0073, -12.5322]
>> QUESTION #297   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.79, -14.9656, -12.6942, -14.5798]
>> QUESTION #298   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.6517, -10.906, -10.9123, -17.3219]
>> QUESTION #299   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.7163, -13.5428, -17.2449, -15.6982]
>> QUESTION #300   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1265, -15.3222, -15.9053, -12.225]
>> QUESTION #301   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.0258, -14.9055, -14.3589, -13.2913]
>> QUESTION #302   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.1295, -13.2305, -13.4675, -12.8493]
>> QUESTION #303   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3751, -14.7132, -14.3234, -12.8719]
>> QUESTION #304   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.3736, -15.7891, -15.1532, -14.6766]
>> QUESTION #305   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.8571, -15.9774, -14.1853, -12.8376]
>> QUESTION #306   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.6678, -13.8209, -12.8234, -18.6116]
>> QUESTION #307   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.9072, -12.6988, -15.046, -15.2921]
>> QUESTION #308   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-20.9016, -13.8176, -13.2624, -14.3871]
>> QUESTION #309   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.3317, -14.4671, -16.1187, -14.8854]
>> QUESTION #310   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1256, -14.2762, -14.1082, -15.1106]
>> QUESTION #311   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.7292, -14.9756, -16.8515, -11.6998]
>> QUESTION #312   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.2919, -14.3997, -16.009, -12.8774]
>> QUESTION #313   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.8222, -14.9571, -14.4842, -11.712]
>> QUESTION #314   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.7014, -13.9907, -12.452, -13.7044]
>> QUESTION #315   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.4212, -13.2559, -15.3243, -13.7266]
>> QUESTION #316   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.858, -15.38, -13.3757, -13.5617]
>> QUESTION #317   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-13.6105, -15.4561, -14.5548, -13.1504]
>> QUESTION #318   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.1383, -15.5202, -15.1029, -15.6168]
>> QUESTION #319   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.3739, -15.2291, -16.1833, -13.9374]
>> QUESTION #320   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.3021, -13.5376, -14.3459, -16.0829]
>> QUESTION #321   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.794, -18.4911, -17.4597, -13.237]
>> QUESTION #322   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-18.8949, -16.2787, -15.0075, -15.6196]
>> QUESTION #323   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.6079, -15.8297, -12.1418, -14.859]
>> QUESTION #324   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.0841, -17.4747, -14.547, -13.2059]
>> QUESTION #325   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-15.8266, -15.8831, -15.7012, -15.9747]
>> QUESTION #326   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.4712, -13.6309, -13.2745, -13.3778]
>> QUESTION #327   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.0591, -17.1519, -13.3534, -15.6043]
>> QUESTION #328   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.3987, -14.2201, -14.3804, -16.6979]
>> QUESTION #329   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.7584, -14.921, -15.4879, -13.1539]
>> QUESTION #330   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.0397, -18.4025, -13.774, -16.8022]
>> QUESTION #331   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.4464, -13.6614, -16.6314, -12.9461]
>> QUESTION #332   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.4915, -14.9566, -14.4302, -15.2866]
>> QUESTION #333   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.497, -15.1344, -15.648, -15.9251]
>> QUESTION #334   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3557, -15.5511, -16.1235, -15.1626]
>> QUESTION #335   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.7558, -16.3485, -14.9256, -12.3908]
>> QUESTION #336   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5113, -16.7361, -17.8546, -13.197]
>> QUESTION #337   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-17.8927, -13.8848, -13.8652, -13.3528]
>> QUESTION #338   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.7974, -15.3896, -20.1448, -14.7527]
>> QUESTION #339   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.096, -13.9123, -14.3701, -14.6029]
>> QUESTION #340   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.4698, -15.5286, -13.0355, -14.8587]
>> QUESTION #341   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0096, -15.1329, -15.4797, -14.2565]
>> QUESTION #342   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.9593, -17.4288, -14.2733, -13.233]
>> QUESTION #343   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.7474, -14.3564, -13.1122, -15.2097]
>> QUESTION #344   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.3251, -14.4749, -13.7539, -12.5639]
>> QUESTION #345   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.4059, -12.6509, -15.846, -15.2342]
>> QUESTION #346   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.6656, -13.412, -13.16, -14.5206]
>> QUESTION #347   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.2287, -14.6285, -15.4128, -14.3021]
>> QUESTION #348   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3172, -13.6977, -13.4868, -13.2887]
>> QUESTION #349   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.7264, -15.2634, -12.879, -18.4366]
>> QUESTION #350   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.0797, -17.2434, -13.709, -14.9698]
>> QUESTION #351   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.8557, -16.5667, -12.563, -13.194]
>> QUESTION #352   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.2721, -13.4013, -13.657, -13.501]
>> QUESTION #353   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.1303, -13.0326, -15.2941, -14.1344]
>> QUESTION #354   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.5197, -14.7742, -15.4841, -15.3392]
>> QUESTION #355   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4873, -17.55, -18.2266, -18.5133]
>> QUESTION #356   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.2968, -14.712, -15.338, -13.7953]
>> QUESTION #357   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-15.4733, -16.922, -14.582, -14.8829]
>> QUESTION #358   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4804, -17.4017, -16.4258, -15.6789]
>> QUESTION #359   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4736, -16.169, -16.6723, -16.2611]
>> QUESTION #360   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5829, -13.9886, -16.3639, -13.6713]
>> QUESTION #361   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.8233, -15.6183, -19.1241, -13.3537]
>> QUESTION #362   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.7122, -13.1998, -13.8529, -14.2236]
>> QUESTION #363   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.8211, -15.4223, -14.39, -14.4744]
>> QUESTION #364   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.5067, -14.2548, -14.2435, -13.5954]
>> QUESTION #365   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.9739, -13.2201, -15.0962, -13.9031]
>> QUESTION #366   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.5939, -17.5056, -15.4434, -14.4064]
>> QUESTION #367   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.1092, -15.8344, -13.1104, -15.2639]
>> QUESTION #368   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.6249, -14.9552, -13.1957, -16.249]
>> QUESTION #369   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.4662, -14.5657, -12.914, -14.0224]
>> QUESTION #370   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.3152, -13.3883, -12.9749, -15.4284]
>> QUESTION #371   | Ground Truth: 3 | Answer: 3 | ✔
