================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: index
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.8705, -13.8929, -16.0046, -16.199]
>> QUESTION #186   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.4228, -11.501, -15.1805, -14.2271]
>> QUESTION #187   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5525, -15.5151, -16.3132, -15.6254]
>> QUESTION #188   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.8815, -12.8725, -14.688, -16.7406]
>> QUESTION #189   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9227, -12.5512, -15.3891, -14.6483]
>> QUESTION #190   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1549, -11.2206, -14.5258, -14.9246]
>> QUESTION #191   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7128, -11.5228, -14.732, -13.8642]
>> QUESTION #192   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.3643, -12.718, -16.7569, -13.5931]
>> QUESTION #193   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.9888, -12.3846, -14.2742, -15.6661]
>> QUESTION #194   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.6463, -11.745, -14.4814, -12.3615]
>> QUESTION #195   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.4408, -13.3045, -17.0033, -18.0263]
>> QUESTION #196   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4501, -13.7062, -14.7498, -16.3138]
>> QUESTION #197   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9144, -12.014, -14.012, -13.4194]
>> QUESTION #198   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6932, -13.1205, -15.4681, -14.2554]
>> QUESTION #199   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.4104, -11.9506, -16.4082, -15.2411]
>> QUESTION #200   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1248, -12.7088, -14.7968, -14.4318]
>> QUESTION #201   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8868, -11.781, -14.1718, -14.9782]
>> QUESTION #202   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2727, -13.1002, -15.1221, -16.9736]
>> QUESTION #203   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0498, -11.4274, -13.8157, -13.6095]
>> QUESTION #204   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2816, -12.0236, -14.5554, -13.7255]
>> QUESTION #205   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0717, -11.0261, -14.5501, -13.8956]
>> QUESTION #206   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0473, -12.7001, -16.8223, -16.7999]
>> QUESTION #207   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.2974, -12.6738, -13.4004, -14.924]
>> QUESTION #208   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3407, -12.5314, -15.4261, -16.774]
>> QUESTION #209   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.8365, -10.7646, -14.5611, -14.5208]
>> QUESTION #210   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9037, -13.1029, -15.7366, -15.6705]
>> QUESTION #211   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6051, -11.4955, -13.8505, -12.9151]
>> QUESTION #212   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6477, -12.3086, -15.837, -15.3566]
>> QUESTION #213   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3935, -11.8534, -14.5367, -13.322]
>> QUESTION #214   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.6419, -12.8638, -12.5966, -14.9104]
>> QUESTION #215   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.4756, -12.2364, -15.3737, -14.6107]
>> QUESTION #216   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2896, -13.2436, -17.0059, -13.9705]
>> QUESTION #217   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.3653, -13.8824, -12.7889, -16.5057]
>> QUESTION #218   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.8053, -10.3987, -14.0909, -14.7866]
>> QUESTION #219   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7556, -11.2175, -14.0834, -16.0698]
>> QUESTION #220   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4894, -13.9835, -15.6988, -13.6601]
>> QUESTION #221   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.2852, -10.3836, -15.2841, -13.7001]
>> QUESTION #222   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0004, -14.5387, -14.1203, -13.5218]
>> QUESTION #223   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4015, -11.1364, -14.9733, -14.3964]
>> QUESTION #224   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.3611, -13.3672, -16.1741, -17.831]
>> QUESTION #225   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.3951, -13.5506, -16.253, -15.1066]
>> QUESTION #226   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.7481, -12.645, -14.3588, -14.6867]
>> QUESTION #227   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6215, -12.4576, -16.7168, -15.615]
>> QUESTION #228   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.12, -12.9038, -14.634, -17.2998]
>> QUESTION #229   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.9228, -10.9177, -13.4244, -13.7754]
>> QUESTION #230   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4371, -11.495, -15.3676, -14.3115]
>> QUESTION #231   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7967, -11.4597, -13.2998, -12.929]
>> QUESTION #232   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7841, -11.2814, -14.9787, -14.8876]
>> QUESTION #233   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.642, -12.8275, -15.4376, -16.1393]
>> QUESTION #234   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6141, -11.4891, -14.4061, -17.1084]
>> QUESTION #235   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.463, -11.477, -13.6081, -16.1776]
>> QUESTION #236   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.7769, -11.2318, -13.4471, -12.5609]
>> QUESTION #237   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.1778, -12.958, -15.4333, -14.9547]
>> QUESTION #238   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5671, -15.105, -13.4433, -15.1113]
>> QUESTION #239   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5736, -13.1095, -15.2229, -13.9875]
>> QUESTION #240   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5221, -15.1507, -16.6539, -15.5041]
>> QUESTION #241   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.2745, -12.7494, -14.7828, -16.6909]
>> QUESTION #242   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.0287, -10.8804, -12.5041, -11.9817]
>> QUESTION #243   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9481, -13.3509, -14.5981, -14.3656]
>> QUESTION #244   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5843, -11.8651, -15.2436, -13.7775]
>> QUESTION #245   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4216, -12.8675, -14.9934, -15.2378]
>> QUESTION #246   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.8826, -13.0516, -16.2534, -16.7736]
>> QUESTION #247   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1452, -12.5082, -14.6379, -17.2547]
>> QUESTION #248   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6981, -10.7919, -13.1153, -13.9516]
>> QUESTION #249   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.8426, -13.2411, -15.9011, -17.6055]
>> QUESTION #250   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5716, -12.5508, -14.9663, -17.0266]
>> QUESTION #251   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5251, -13.1225, -15.5944, -17.2432]
>> QUESTION #252   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5231, -12.3177, -15.275, -15.8837]
>> QUESTION #253   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0235, -13.5012, -16.0067, -14.278]
>> QUESTION #254   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.441, -13.5368, -16.0055, -15.4225]
>> QUESTION #255   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4386, -12.9571, -15.0157, -13.6389]
>> QUESTION #256   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9672, -12.6683, -15.592, -14.1721]
>> QUESTION #257   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.4132, -13.7967, -15.8385, -17.6466]
>> QUESTION #258   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7742, -13.2576, -14.7098, -15.6068]
>> QUESTION #259   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2276, -11.625, -15.5111, -17.2629]
>> QUESTION #260   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.317, -13.4137, -18.4269, -16.6833]
>> QUESTION #261   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.7052, -11.8864, -12.9469, -13.5731]
>> QUESTION #262   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1175, -13.4084, -15.0448, -14.9143]
>> QUESTION #263   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.2482, -13.1243, -16.7623, -17.6654]
>> QUESTION #264   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3928, -13.5984, -14.4256, -13.0832]
>> QUESTION #265   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9357, -11.2513, -14.5333, -15.2519]
>> QUESTION #266   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2332, -12.5276, -15.5146, -14.5345]
>> QUESTION #267   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4891, -11.2962, -13.377, -13.6454]
>> QUESTION #268   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1725, -11.9084, -14.7703, -14.0932]
>> QUESTION #269   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2776, -12.3961, -13.3984, -12.2059]
>> QUESTION #270   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4661, -10.7179, -14.6887, -12.4536]
>> QUESTION #271   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7234, -12.4607, -13.5876, -14.7733]
>> QUESTION #272   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4004, -12.9954, -15.4866, -14.9141]
>> QUESTION #273   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5431, -12.0561, -15.4246, -14.7968]
>> QUESTION #274   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2807, -12.7545, -14.7088, -16.6645]
>> QUESTION #275   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4531, -12.0886, -15.0709, -14.4871]
>> QUESTION #276   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7678, -13.1512, -15.7961, -16.945]
>> QUESTION #277   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.5786, -10.9497, -14.1826, -13.401]
>> QUESTION #278   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.3541, -11.1455, -13.0984, -15.6574]
>> QUESTION #279   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.4223, -12.1976, -14.6707, -16.9121]
>> QUESTION #280   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5275, -13.7487, -13.6653, -15.3153]
>> QUESTION #281   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4753, -11.7762, -14.1825, -11.9513]
>> QUESTION #282   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.9827, -10.7319, -15.9312, -12.7396]
>> QUESTION #283   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.4838, -10.2628, -13.1374, -11.9471]
>> QUESTION #284   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.8205, -11.8698, -13.9338, -13.6429]
>> QUESTION #285   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.217, -15.0855, -17.6127, -17.3444]
>> QUESTION #286   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9671, -12.4595, -14.9536, -13.6911]
>> QUESTION #287   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.2958, -12.0828, -16.43, -14.6842]
>> QUESTION #288   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.694, -13.1051, -15.369, -17.042]
>> QUESTION #289   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.11, -13.1386, -16.4976, -15.577]
>> QUESTION #290   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.7308, -12.0015, -16.7527, -16.6696]
>> QUESTION #291   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.1458, -12.5157, -15.5211, -15.498]
>> QUESTION #292   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4121, -10.5872, -13.9599, -15.3692]
>> QUESTION #293   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2315, -13.5496, -15.235, -13.5904]
>> QUESTION #294   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6922, -9.8844, -13.3754, -13.7389]
>> QUESTION #295   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.398, -11.4146, -14.5389, -13.9792]
>> QUESTION #296   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8807, -12.1209, -15.9135, -16.4644]
>> QUESTION #297   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4001, -11.0958, -16.0283, -14.6417]
>> QUESTION #298   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6424, -12.7995, -15.1247, -15.0273]
>> QUESTION #299   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6194, -14.8068, -15.0256, -14.0786]
>> QUESTION #300   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.4326, -12.8985, -15.5014, -16.8065]
>> QUESTION #301   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.1513, -12.4475, -16.1142, -16.0992]
>> QUESTION #302   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7749, -11.072, -16.3225, -15.2316]
>> QUESTION #303   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8021, -10.979, -14.0958, -16.9928]
>> QUESTION #304   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0892, -11.958, -14.9935, -16.0814]
>> QUESTION #305   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9976, -12.3528, -14.5622, -16.3498]
>> QUESTION #306   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.5808, -12.994, -16.4103, -15.2663]
>> QUESTION #307   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4529, -14.167, -14.5258, -13.8946]
>> QUESTION #308   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.7984, -12.752, -16.2332, -13.5729]
>> QUESTION #309   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2581, -12.4845, -15.3142, -13.4082]
>> QUESTION #310   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0151, -12.6379, -14.9358, -15.6061]
>> QUESTION #311   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4274, -11.4499, -14.902, -16.6566]
>> QUESTION #312   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5376, -11.7598, -14.082, -15.6143]
>> QUESTION #313   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.2816, -12.5292, -15.8527, -15.7593]
>> QUESTION #314   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.2345, -10.6097, -15.2023, -11.5685]
>> QUESTION #315   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5211, -13.2965, -13.1856, -14.4268]
>> QUESTION #316   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3529, -12.7052, -13.9673, -13.4865]
>> QUESTION #317   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9172, -11.3127, -14.953, -14.5765]
>> QUESTION #318   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.457, -12.7859, -14.4846, -15.239]
>> QUESTION #319   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1704, -14.1143, -16.5471, -15.2416]
>> QUESTION #320   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.8637, -11.309, -15.0429, -14.6532]
>> QUESTION #321   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3524, -13.7574, -16.9634, -17.2418]
>> QUESTION #322   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4927, -11.1384, -14.1676, -13.8945]
>> QUESTION #323   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9196, -10.4568, -15.0324, -13.9575]
>> QUESTION #324   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.7837, -11.9302, -13.6974, -16.5678]
>> QUESTION #325   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.6371, -10.6153, -13.3263, -12.4646]
>> QUESTION #326   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.976, -13.7203, -14.9494, -14.4182]
>> QUESTION #327   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.107, -12.9999, -15.8125, -14.4204]
>> QUESTION #328   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.405, -11.2714, -14.2526, -14.2231]
>> QUESTION #329   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0041, -13.5565, -16.2137, -17.7011]
>> QUESTION #330   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7793, -12.8146, -16.4447, -15.0016]
>> QUESTION #331   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.5652, -13.5123, -15.6799, -16.7638]
>> QUESTION #332   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3732, -11.6378, -15.4712, -12.5311]
>> QUESTION #333   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5219, -12.5106, -15.2693, -15.2286]
>> QUESTION #334   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.2454, -12.3042, -15.138, -14.2938]
>> QUESTION #335   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.1118, -12.1672, -14.9446, -16.5848]
>> QUESTION #336   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.2239, -13.4015, -15.5112, -15.3811]
>> QUESTION #337   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2322, -14.4, -15.4877, -16.8647]
>> QUESTION #338   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.5854, -12.2637, -14.2319, -13.837]
>> QUESTION #339   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.7293, -15.6939, -16.1321, -15.4315]
>> QUESTION #340   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7556, -13.7166, -16.6377, -14.3453]
>> QUESTION #341   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6037, -9.8614, -12.6633, -13.7142]
>> QUESTION #342   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6912, -13.2621, -16.3834, -17.7482]
>> QUESTION #343   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8185, -11.6911, -16.0721, -14.2179]
>> QUESTION #344   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.18, -11.4572, -13.6202, -16.5606]
>> QUESTION #345   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.503, -12.2043, -13.8667, -13.7597]
>> QUESTION #346   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4871, -14.6084, -15.8221, -14.937]
>> QUESTION #347   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4305, -11.4855, -13.7058, -13.4256]
>> QUESTION #348   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.249, -12.0572, -14.9178, -14.7501]
>> QUESTION #349   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2386, -12.1025, -17.3452, -15.4179]
>> QUESTION #350   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.9983, -12.5573, -15.4949, -13.8329]
>> QUESTION #351   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6685, -13.6065, -17.177, -14.2081]
>> QUESTION #352   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-10.1675, -9.7694, -12.7743, -12.9426]
>> QUESTION #353   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5137, -12.6572, -14.8409, -14.8464]
>> QUESTION #354   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.6577, -12.8281, -14.8524, -14.7557]
>> QUESTION #355   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9277, -13.0522, -14.9693, -14.901]
>> QUESTION #356   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.18, -12.9671, -14.532, -14.6747]
>> QUESTION #357   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5206, -13.1958, -16.0179, -16.4108]
>> QUESTION #358   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3832, -13.6054, -16.3471, -15.5256]
>> QUESTION #359   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5991, -11.5409, -14.7942, -15.4475]
>> QUESTION #360   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.9814, -13.4828, -16.0603, -15.3803]
>> QUESTION #361   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.5929, -12.3898, -13.794, -14.2174]
>> QUESTION #362   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.3338, -14.5417, -15.0003, -14.384]
>> QUESTION #363   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.322, -11.2405, -12.4918, -13.1563]
>> QUESTION #364   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.4542, -10.253, -13.718, -12.9147]
>> QUESTION #365   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1, -11.1562, -14.2994, -13.1957]
>> QUESTION #366   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.8479, -13.0493, -16.4876, -15.628]
>> QUESTION #367   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.9462, -11.6161, -15.4615, -14.2568]
>> QUESTION #368   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.5443, -11.4856, -16.3848, -14.9264]
>> QUESTION #369   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.3921, -11.7308, -13.6766, -12.9317]
>> QUESTION #370   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2654, -13.2267, -16.9789, -14.1118]
