================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt-j
Model Version: EleutherAI/gpt-j-6B
Answer Mode: index-desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
>> QUESTION #185   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.0611, -11.5162, -10.2582, -11.1706]
>> QUESTION #186   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.133, -14.0602, -11.9558, -10.6954]
>> QUESTION #187   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.9908, -10.3269, -12.3461, -12.0595]
>> QUESTION #188   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.6235, -12.2661, -11.6998, -9.9483]
>> QUESTION #189   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-13.3799, -13.3116, -10.8642, -13.2419]
>> QUESTION #190   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.9142, -11.5784, -11.23, -11.7518]
>> QUESTION #191   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.5436, -13.6033, -12.5233, -12.8346]
>> QUESTION #192   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0169, -10.7945, -10.8914, -11.577]
>> QUESTION #193   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.9809, -13.0031, -11.3769, -11.1743]
>> QUESTION #194   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.1333, -14.2188, -10.9671, -13.002]
>> QUESTION #195   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.2954, -12.5702, -11.4086, -10.4842]
>> QUESTION #196   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.0758, -11.9928, -11.9802, -10.0314]
>> QUESTION #197   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.8307, -11.212, -12.127, -12.4104]
>> QUESTION #198   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0322, -13.51, -13.759, -13.0346]
>> QUESTION #199   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.6272, -14.37, -10.8849, -12.2225]
>> QUESTION #200   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.7243, -10.9166, -11.7686, -10.3647]
>> QUESTION #201   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1289, -12.0178, -11.1657, -12.0439]
>> QUESTION #202   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.8081, -10.9419, -11.8466, -10.0432]
>> QUESTION #203   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8158, -13.9159, -14.9591, -14.1788]
>> QUESTION #204   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5391, -12.1596, -12.5925, -12.1207]
>> QUESTION #205   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.9702, -12.5768, -13.0749, -13.7864]
>> QUESTION #206   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.28, -13.2616, -13.1368, -10.6048]
>> QUESTION #207   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-10.721, -10.5779, -10.6664, -10.1896]
>> QUESTION #208   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.8224, -11.777, -11.3356, -10.1469]
>> QUESTION #209   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.0009, -11.571, -11.1127, -10.5891]
>> QUESTION #210   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.2019, -12.3044, -12.2322, -10.1988]
>> QUESTION #211   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.9211, -10.3067, -12.3052, -11.4991]
>> QUESTION #212   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.7455, -12.4205, -13.5238, -12.6741]
>> QUESTION #213   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.09, -11.9243, -11.3241, -10.2776]
>> QUESTION #214   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4344, -10.0855, -11.6387, -12.293]
>> QUESTION #215   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.8808, -12.7961, -10.7654, -11.3653]
>> QUESTION #216   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.4774, -13.2668, -10.5337, -11.8258]
>> QUESTION #217   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.5835, -11.2158, -13.2506, -11.6575]
>> QUESTION #218   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.8114, -11.9333, -12.3305, -10.9906]
>> QUESTION #219   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.7163, -11.9844, -11.6883, -10.3568]
>> QUESTION #220   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.5138, -11.3383, -13.1524, -15.1538]
>> QUESTION #221   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.51, -11.2822, -11.7707, -11.9267]
>> QUESTION #222   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.572, -10.8079, -11.0581, -11.455]
>> QUESTION #223   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.0414, -12.1282, -13.5479, -11.7064]
>> QUESTION #224   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.3082, -12.0299, -11.5674, -10.2161]
>> QUESTION #225   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.0127, -15.7231, -15.9209, -15.4058]
>> QUESTION #226   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.315, -12.474, -12.5956, -12.8742]
>> QUESTION #227   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.5392, -11.0421, -10.2444, -10.699]
>> QUESTION #228   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.9659, -11.9063, -12.8684, -10.1772]
>> QUESTION #229   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.4719, -11.942, -12.0861, -14.1892]
>> QUESTION #230   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.9404, -12.2775, -10.7527, -12.8719]
>> QUESTION #231   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.0682, -13.1094, -11.3746, -12.142]
>> QUESTION #232   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0843, -11.6754, -11.2207, -11.4519]
>> QUESTION #233   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.3804, -12.3766, -12.1541, -9.9483]
>> QUESTION #234   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.3416, -11.6722, -11.7109, -9.9069]
>> QUESTION #235   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.0544, -10.7378, -11.2417, -10.0676]
>> QUESTION #236   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9777, -13.548, -11.2875, -10.6205]
>> QUESTION #237   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.9011, -13.2788, -13.557, -11.9162]
>> QUESTION #238   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.7104, -10.5447, -13.2681, -13.6872]
>> QUESTION #239   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.9941, -11.1749, -10.4694, -11.7131]
>> QUESTION #240   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.9763, -10.7369, -12.2699, -12.0928]
>> QUESTION #241   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.0172, -11.0491, -12.1213, -11.4194]
>> QUESTION #242   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.0537, -14.5709, -13.8516, -14.3734]
>> QUESTION #243   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.2183, -10.546, -11.7234, -11.4875]
>> QUESTION #244   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.7871, -12.3386, -10.6857, -12.0178]
>> QUESTION #245   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6326, -11.7774, -14.0296, -14.4218]
>> QUESTION #246   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.5554, -12.8529, -12.0742, -10.4571]
>> QUESTION #247   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.5801, -11.2815, -11.1971, -9.7638]
>> QUESTION #248   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.8774, -12.404, -12.186, -11.5185]
>> QUESTION #249   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.5793, -12.5603, -11.904, -10.1804]
>> QUESTION #250   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.6388, -12.7548, -12.4445, -9.9212]
>> QUESTION #251   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.2972, -11.3344, -12.3165, -9.9564]
>> QUESTION #252   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.4297, -12.1475, -11.5799, -12.14]
>> QUESTION #253   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3921, -12.9905, -12.1492, -13.1464]
>> QUESTION #254   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9501, -11.3958, -10.3756, -10.696]
>> QUESTION #255   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3305, -11.3372, -10.5154, -11.6132]
>> QUESTION #256   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2641, -12.6966, -12.2544, -13.2042]
>> QUESTION #257   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.7489, -12.0829, -12.5621, -10.3612]
>> QUESTION #258   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6192, -14.1599, -11.7239, -12.1352]
>> QUESTION #259   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.3223, -11.223, -10.976, -10.1238]
>> QUESTION #260   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.8417, -11.6659, -12.5769, -10.5662]
>> QUESTION #261   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6176, -12.3285, -14.3242, -11.5827]
>> QUESTION #262   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0732, -12.9505, -12.8437, -13.809]
>> QUESTION #263   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.7283, -11.5089, -11.6753, -10.1156]
>> QUESTION #264   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.0612, -10.3551, -12.1128, -11.5147]
>> QUESTION #265   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.5067, -11.4569, -11.7516, -12.1723]
>> QUESTION #266   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5595, -11.4081, -11.2634, -11.6607]
>> QUESTION #267   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1166, -12.3588, -11.6744, -11.8716]
>> QUESTION #268   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7063, -12.7491, -11.7316, -12.1488]
>> QUESTION #269   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.4357, -10.5464, -13.9389, -13.594]
>> QUESTION #270   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.0589, -10.901, -10.6967, -11.6779]
>> QUESTION #271   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.1942, -12.1714, -12.126, -11.5167]
>> QUESTION #272   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.1037, -14.1006, -10.9798, -13.7197]
>> QUESTION #273   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.4568, -12.8749, -12.5144, -12.1694]
>> QUESTION #274   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.7351, -13.5755, -13.9073, -10.5601]
>> QUESTION #275   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6737, -12.4071, -13.5753, -12.7276]
>> QUESTION #276   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.0326, -11.5217, -12.2997, -10.3825]
>> QUESTION #277   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6209, -11.8076, -11.7151, -10.917]
>> QUESTION #278   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.0903, -12.4377, -13.371, -10.4141]
>> QUESTION #279   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.8805, -10.7834, -11.9442, -10.252]
>> QUESTION #280   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.8354, -10.3516, -12.3938, -11.7172]
>> QUESTION #281   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3384, -13.3731, -13.1146, -12.4599]
>> QUESTION #282   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.2712, -12.2547, -10.5309, -12.646]
>> QUESTION #283   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.9888, -12.8301, -11.6576, -11.7327]
>> QUESTION #284   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4616, -12.6296, -12.6487, -12.206]
>> QUESTION #285   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.0261, -11.2433, -10.0423, -9.8195]
>> QUESTION #286   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.135, -13.3992, -13.2903, -12.6701]
>> QUESTION #287   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.0526, -12.506, -10.5192, -12.2242]
>> QUESTION #288   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5254, -12.3948, -11.975, -10.4239]
>> QUESTION #289   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.279, -12.3228, -10.6215, -12.2541]
>> QUESTION #290   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.3727, -8.888, -10.5624, -9.405]
>> QUESTION #291   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.4161, -12.7161, -11.5791, -11.4173]
>> QUESTION #292   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.3883, -12.6361, -12.5718, -10.279]
>> QUESTION #293   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1275, -12.3001, -11.4003, -10.9452]
>> QUESTION #294   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.5181, -11.4509, -11.4476, -12.3495]
>> QUESTION #295   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.6275, -12.3083, -13.0619, -12.7481]
>> QUESTION #296   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.3552, -10.2287, -10.7045, -9.4209]
>> QUESTION #297   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.3821, -11.9584, -10.6385, -11.3859]
>> QUESTION #298   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6985, -10.4524, -10.5573, -13.7776]
>> QUESTION #299   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.3061, -10.8348, -12.265, -11.7121]
>> QUESTION #300   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.933, -12.7479, -12.7926, -9.9934]
>> QUESTION #301   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4191, -12.9349, -11.8867, -10.6253]
>> QUESTION #302   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.8278, -10.7151, -10.891, -10.8248]
>> QUESTION #303   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.2669, -11.7589, -12.1281, -10.361]
>> QUESTION #304   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.1288, -11.0376, -12.8718, -11.295]
>> QUESTION #305   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.9853, -12.4932, -10.7147, -9.6026]
>> QUESTION #306   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.7673, -12.0535, -10.3331, -14.3308]
>> QUESTION #307   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.4564, -11.2455, -13.6072, -13.5088]
>> QUESTION #308   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.8872, -11.9691, -10.5041, -11.8111]
>> QUESTION #309   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7257, -11.9944, -13.3291, -12.1598]
>> QUESTION #310   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4957, -13.1422, -12.3292, -12.4344]
>> QUESTION #311   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4356, -12.0174, -13.037, -9.8205]
>> QUESTION #312   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.5191, -11.5117, -12.4836, -10.115]
>> QUESTION #313   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.2923, -12.0359, -11.8567, -10.2402]
>> QUESTION #314   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.142, -12.0118, -10.9357, -12.0749]
>> QUESTION #315   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.5817, -10.938, -13.8818, -11.6835]
>> QUESTION #316   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9094, -12.6476, -10.84, -10.8697]
>> QUESTION #317   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0352, -11.6232, -11.2917, -10.6699]
>> QUESTION #318   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.424, -11.6135, -11.2247, -11.7209]
>> QUESTION #319   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7633, -12.3791, -12.9692, -12.1343]
>> QUESTION #320   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.942, -10.8766, -11.3742, -11.7171]
>> QUESTION #321   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.8083, -13.1698, -12.9195, -10.1989]
>> QUESTION #322   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.5615, -13.1808, -12.9683, -12.5047]
>> QUESTION #323   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.8445, -13.5911, -10.5386, -12.3325]
>> QUESTION #324   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.5575, -13.9801, -12.2089, -10.4729]
>> QUESTION #325   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5097, -13.0498, -12.5212, -12.6776]
>> QUESTION #326   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3024, -11.384, -11.9233, -11.5513]
>> QUESTION #327   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.599, -11.9658, -10.2205, -11.0169]
>> QUESTION #328   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.3509, -12.4296, -11.5413, -11.6796]
>> QUESTION #329   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.322, -10.7781, -11.8634, -9.7567]
>> QUESTION #330   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.5555, -13.5844, -10.8444, -12.5394]
>> QUESTION #331   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.7564, -12.0589, -12.2305, -9.8979]
>> QUESTION #332   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.1334, -11.3344, -10.9732, -11.5005]
>> QUESTION #333   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7338, -12.3667, -12.1156, -13.1738]
>> QUESTION #334   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-12.2496, -12.6831, -11.8788, -12.2467]
>> QUESTION #335   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.1407, -12.9963, -12.1021, -10.2995]
>> QUESTION #336   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.5988, -13.351, -12.0342, -10.8979]
>> QUESTION #337   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.156, -11.6528, -11.1793, -11.4656]
>> QUESTION #338   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5003, -12.8121, -15.8138, -12.2384]
>> QUESTION #339   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.3821, -10.6922, -11.3245, -11.4477]
>> QUESTION #340   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.1776, -11.8133, -10.6501, -11.1591]
>> QUESTION #341   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4845, -13.1697, -12.4864, -11.5116]
>> QUESTION #342   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4701, -12.9728, -11.0426, -10.1045]
>> QUESTION #343   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.6369, -12.6766, -10.7928, -12.2805]
>> QUESTION #344   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.8987, -13.2143, -12.2087, -10.4661]
>> QUESTION #345   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.0574, -10.5631, -13.1216, -12.0531]
>> QUESTION #346   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.593, -10.1374, -10.4165, -11.0366]
>> QUESTION #347   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3567, -13.725, -14.4572, -12.6843]
>> QUESTION #348   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6824, -11.1403, -10.8197, -11.2021]
>> QUESTION #349   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.6104, -11.8577, -10.7645, -13.2084]
>> QUESTION #350   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.4601, -13.8511, -12.0116, -11.6767]
>> QUESTION #351   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.2498, -13.487, -11.2095, -12.0257]
>> QUESTION #352   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.2932, -11.4065, -12.0173, -11.8052]
>> QUESTION #353   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.8299, -10.8272, -12.406, -12.06]
>> QUESTION #354   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6805, -12.2757, -11.8563, -11.6049]
>> QUESTION #355   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8478, -13.9698, -13.2539, -14.1576]
>> QUESTION #356   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.017, -13.1453, -12.8833, -12.0878]
>> QUESTION #357   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.9984, -12.4176, -11.4701, -11.4304]
>> QUESTION #358   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1948, -12.7874, -11.9125, -11.2873]
>> QUESTION #359   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0753, -11.8083, -11.4599, -12.001]
>> QUESTION #360   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9713, -11.7084, -11.8892, -11.9514]
>> QUESTION #361   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.9717, -13.159, -16.3806, -12.3625]
>> QUESTION #362   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.1383, -10.7572, -11.8949, -11.8796]
>> QUESTION #363   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.5031, -13.2385, -12.4708, -12.5394]
>> QUESTION #364   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.9813, -11.6493, -11.6913, -11.3904]
>> QUESTION #365   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5858, -12.0275, -12.157, -11.3519]
>> QUESTION #366   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.998, -13.6786, -12.7695, -12.0241]
>> QUESTION #367   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.6194, -13.0044, -11.1404, -11.5394]
>> QUESTION #368   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.8404, -11.6759, -11.0168, -12.721]
>> QUESTION #369   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.2243, -10.9958, -11.0412, -10.6339]
>> QUESTION #370   | Ground Truth: 1 | Answer: 2 | ✘
